Price-1,Open-1,High-1,Low-1,Vol-1,Week-1,t-1,Price-2,Open-2,High-2,Low-2,Vol-2,Week-2,t-2,Last-Week-Price,Last-Week-Open,Last-Week-High,Last-Week-Low,Last-Week-Vol,Last-Week-day,Last-Week-t
4.97,4.66,4.95,4.66,1.46,1.0,8,4.68,4.81,4.81,4.6,1.95,5.0,8,5.04,4.66,5.15,4.66,0.17,2,8
4.85,5.05,5.05,4.86,0.71,2.0,8,4.97,4.66,4.95,4.66,1.46,1.0,8,4.82,4.89,4.89,4.74,0.23,3,8
4.93,4.86,4.98,4.85,1.31,3.0,8,4.85,5.05,5.05,4.86,0.71,2.0,8,4.85,4.77,4.84,4.55,0.65,4,8
5.11,4.93,5.08,4.93,0.85,4.0,8,4.93,4.86,4.98,4.85,1.31,3.0,8,4.68,4.81,4.81,4.6,1.95,5,8
5.31,5.35,5.35,5.24,1.65,5.0,8,5.11,4.93,5.08,4.93,0.85,4.0,8,4.97,4.66,4.95,4.66,1.46,1,8
5.23,6.24,6.24,6.24,0.9,1.0,8,5.31,5.35,5.35,5.24,1.65,5.0,8,4.85,5.05,5.05,4.86,0.71,2,8
5.53,5.2,5.56,5.2,1.56,2.0,8,5.23,6.24,6.24,6.24,0.9,1.0,8,4.93,4.86,4.98,4.85,1.31,3,8
5.45,5.49,5.57,5.4,0.2,3.0,8,5.53,5.2,5.56,5.2,1.56,2.0,8,5.11,4.93,5.08,4.93,0.85,4,8
5.54,5.4,5.51,5.4,0.38,4.0,8,5.45,5.49,5.57,5.4,0.2,3.0,8,5.53,5.2,5.56,5.2,1.56,2,8
5.67,5.68,5.68,5.58,0.3,2.0,8,5.54,5.4,5.51,5.4,0.38,4.0,8,5.45,5.49,5.57,5.4,0.2,3,8
5.66,5.64,5.68,5.56,0.44,3.0,8,5.67,5.68,5.68,5.58,0.3,2.0,8,5.54,5.4,5.51,5.4,0.38,4,8
5.2,5.22,5.22,5.05,6.22,1.0,8,5.06,5.6,5.6,5.01,1.71,5.0,8,5.67,5.68,5.68,5.58,0.3,2,8
5.41,5.27,5.41,5.27,1.27,2.0,8,5.2,5.22,5.22,5.05,6.22,1.0,8,5.66,5.64,5.68,5.56,0.44,3,8
5.4,5.45,5.45,5.29,0.25,3.0,8,5.41,5.27,5.41,5.27,1.27,2.0,8,5.71,5.74,5.74,5.7,0.41,4,8
5.41,5.37,5.37,5.36,0.26,4.0,7,5.4,5.45,5.45,5.29,0.25,3.0,8,5.06,5.6,5.6,5.01,1.71,5,8
5.18,5.13,5.19,5.13,0.02,5.0,7,5.41,5.37,5.37,5.36,0.26,4.0,7,5.2,5.22,5.22,5.05,6.22,1,8
5.21,5.16,5.28,5.15,0.21,1.0,7,5.18,5.13,5.19,5.13,0.02,5.0,7,5.41,5.27,5.41,5.27,1.27,2,8
5.22,5.24,5.3,5.24,0.63,2.0,7,5.21,5.16,5.28,5.15,0.21,1.0,7,5.4,5.45,5.45,5.29,0.25,3,8
5.12,5.25,5.25,5.14,0.09,3.0,7,5.22,5.24,5.3,5.24,0.63,2.0,7,5.41,5.37,5.37,5.36,0.26,4,7
5.13,5.1,5.15,5.07,0.55,4.0,7,5.12,5.25,5.25,5.14,0.09,3.0,7,5.18,5.13,5.19,5.13,0.02,5,7
4.79,4.75,4.82,4.75,0.06,5.0,7,4.77,4.97,4.97,4.67,0.27,4.0,7,5.3,5.3,5.3,5.28,0.34,1,7
4.69,4.75,4.75,4.63,11.89,1.0,7,4.79,4.75,4.82,4.75,0.06,5.0,7,5.28,5.28,5.28,5.28,0.06,2,7
4.84,4.63,4.82,4.6,0.19,2.0,7,4.69,4.75,4.75,4.63,11.89,1.0,7,5.1,5.26,5.27,5.13,0.03,3,7
5.12,4.94,5.12,4.94,0.07,3.0,7,4.84,4.63,4.82,4.6,0.19,2.0,7,4.77,4.97,4.97,4.67,0.27,4,7
5.16,5.28,5.28,5.12,0.57,4.0,7,5.12,4.94,5.12,4.94,0.07,3.0,7,4.79,4.75,4.82,4.75,0.06,5,7
5.12,5.17,5.17,5.1,1.02,5.0,7,5.16,5.28,5.28,5.12,0.57,4.0,7,4.69,4.75,4.75,4.63,11.89,1,7
5.09,5.1,5.12,5.1,0.22,1.0,7,5.12,5.17,5.17,5.1,1.02,5.0,7,4.84,4.63,4.82,4.6,0.19,2,7
5.17,5.06,5.2,5.06,0.34,2.0,7,5.09,5.1,5.12,5.1,0.22,1.0,7,5.12,4.94,5.12,4.94,0.07,3,7
5.2,5.21,5.22,5.18,0.86,3.0,7,5.17,5.06,5.2,5.06,0.34,2.0,7,5.16,5.28,5.28,5.12,0.57,4,7
5.2,5.21,5.22,5.2,0.45,4.0,7,5.2,5.21,5.22,5.18,0.86,3.0,7,5.12,5.17,5.17,5.1,1.02,5,7
5.05,5.11,5.13,5.11,0.32,5.0,7,5.2,5.21,5.22,5.2,0.45,4.0,7,5.09,5.1,5.12,5.1,0.22,1,7
5.14,4.94,5.14,4.94,0.2,1.0,6,5.05,5.11,5.13,5.11,0.32,5.0,7,5.17,5.06,5.2,5.06,0.34,2,7
5.43,5.14,5.39,5.14,0.5,2.0,6,5.14,4.94,5.14,4.94,0.2,1.0,6,5.2,5.21,5.22,5.18,0.86,3,7
5.39,5.4,5.44,5.4,0.09,3.0,6,5.43,5.14,5.39,5.14,0.5,2.0,6,5.2,5.21,5.22,5.2,0.45,4,7
5.54,5.37,5.54,5.37,0.73,4.0,6,5.39,5.4,5.44,5.4,0.09,3.0,6,5.05,5.11,5.13,5.11,0.32,5,7
5.44,5.47,5.47,5.47,0.06,5.0,6,5.54,5.37,5.54,5.37,0.73,4.0,6,5.14,4.94,5.14,4.94,0.2,1,6
5.53,6.49,6.49,6.49,0.001,1.0,6,5.44,5.47,5.47,5.47,0.06,5.0,6,5.43,5.14,5.39,5.14,0.5,2,6
5.49,5.51,5.51,5.51,0.18,2.0,6,5.53,6.49,6.49,6.49,0.001,1.0,6,5.39,5.4,5.44,5.4,0.09,3,6
5.36,5.54,5.54,5.39,1.23,3.0,6,5.49,5.51,5.51,5.51,0.18,2.0,6,5.54,5.37,5.54,5.37,0.73,4,6
5.55,5.45,5.52,5.44,0.48,4.0,6,5.36,5.54,5.54,5.39,1.23,3.0,6,5.44,5.47,5.47,5.47,0.06,5,6
5.66,5.71,5.71,5.66,0.24,5.0,6,5.55,5.45,5.52,5.44,0.48,4.0,6,5.53,6.49,6.49,6.49,0.001,1,6
5.63,5.66,5.66,5.66,0.07,1.0,6,5.66,5.71,5.71,5.66,0.24,5.0,6,5.49,5.51,5.51,5.51,0.18,2,6
5.7,6.69,6.69,6.69,0.14,2.0,6,5.63,5.66,5.66,5.66,0.07,1.0,6,5.36,5.54,5.54,5.39,1.23,3,6
5.65,5.76,5.76,5.76,0.09,3.0,6,5.7,6.69,6.69,6.69,0.14,2.0,6,5.55,5.45,5.52,5.44,0.48,4,6
5.54,5.62,5.62,5.53,0.68,4.0,6,5.65,5.76,5.76,5.76,0.09,3.0,6,5.66,5.71,5.71,5.66,0.24,5,6
5.65,5.62,5.67,5.62,0.44,5.0,6,5.54,5.62,5.62,5.53,0.68,4.0,6,5.63,5.66,5.66,5.66,0.07,1,6
5.79,5.63,5.79,5.63,0.36,1.0,6,5.65,5.62,5.67,5.62,0.44,5.0,6,5.7,6.69,6.69,6.69,0.14,2,6
5.74,5.82,5.87,5.76,1.8,2.0,6,5.79,5.63,5.79,5.63,0.36,1.0,6,5.65,5.76,5.76,5.76,0.09,3,6
5.71,5.79,5.84,5.67,0.56,3.0,6,5.74,5.82,5.87,5.76,1.8,2.0,6,5.54,5.62,5.62,5.53,0.68,4,6
5.7,5.77,5.77,5.69,0.32,4.0,6,5.71,5.79,5.84,5.67,0.56,3.0,6,5.65,5.62,5.67,5.62,0.44,5,6
5.76,5.74,5.74,5.69,2.19,5.0,6,5.7,5.77,5.77,5.69,0.32,4.0,6,5.79,5.63,5.79,5.63,0.36,1,6
5.81,5.8,5.87,5.8,2.43,1.0,6,5.76,5.74,5.74,5.69,2.19,5.0,6,5.74,5.82,5.87,5.76,1.8,2,6
6.01,5.99,5.99,5.99,0.01,2.0,5,5.81,5.8,5.87,5.8,2.43,1.0,6,5.71,5.79,5.84,5.67,0.56,3,6
6.07,6.04,6.08,6.0,0.55,3.0,5,6.01,5.99,5.99,5.99,0.01,2.0,5,5.7,5.77,5.77,5.69,0.32,4,6
5.99,5.93,5.99,5.93,0.4,4.0,5,6.07,6.04,6.08,6.0,0.55,3.0,5,5.76,5.74,5.74,5.69,2.19,5,6
5.72,5.67,5.73,5.63,0.14,5.0,5,5.66,5.77,5.77,5.74,0.07,4.0,5,5.54,5.54,5.57,5.53,0.14,1,5
5.86,5.7,5.7,5.7,0.05,1.0,5,5.72,5.67,5.73,5.63,0.14,5.0,5,5.73,5.65,5.69,5.65,0.1,2,5
5.92,5.85,5.96,5.85,0.24,2.0,5,5.86,5.7,5.7,5.7,0.05,1.0,5,5.79,5.72,5.76,5.72,0.05,3,5
6.02,5.92,5.99,5.92,0.21,3.0,5,5.92,5.85,5.96,5.85,0.24,2.0,5,5.66,5.77,5.77,5.74,0.07,4,5
6.13,6.04,6.04,5.92,0.11,4.0,5,6.02,5.92,5.99,5.92,0.21,3.0,5,5.72,5.67,5.73,5.63,0.14,5,5
5.98,6.93,6.93,6.85,0.47,5.0,5,6.13,6.04,6.04,5.92,0.11,4.0,5,5.86,5.7,5.7,5.7,0.05,1,5
6.04,6.03,6.03,6.03,1.0,1.0,5,5.98,6.93,6.93,6.85,0.47,5.0,5,5.92,5.85,5.96,5.85,0.24,2,5
6.15,6.05,6.16,6.05,0.35,2.0,5,6.04,6.03,6.03,6.03,1.0,1.0,5,6.02,5.92,5.99,5.92,0.21,3,5
6.15,6.17,6.17,6.14,0.23,3.0,5,6.15,6.05,6.16,6.05,0.35,2.0,5,6.13,6.04,6.04,5.92,0.11,4,5
6.03,6.1,6.1,6.02,0.12,4.0,5,6.15,6.17,6.17,6.14,0.23,3.0,5,5.98,6.93,6.93,6.85,0.47,5,5
6.11,6.98,6.98,6.98,0.25,5.0,5,6.03,6.1,6.1,6.02,0.12,4.0,5,6.04,6.03,6.03,6.03,1.0,1,5
6.17,6.07,6.22,6.06,0.71,1.0,5,6.11,6.98,6.98,6.98,0.25,5.0,5,6.15,6.05,6.16,6.05,0.35,2,5
6.02,6.13,6.15,6.1,1.3,2.0,5,6.17,6.07,6.22,6.06,0.71,1.0,5,6.15,6.17,6.17,6.14,0.23,3,5
6.11,6.01,6.12,6.0,0.22,3.0,5,6.02,6.13,6.15,6.1,1.3,2.0,5,6.03,6.1,6.1,6.02,0.12,4,5
6.19,6.14,6.14,6.13,0.58,4.0,5,6.11,6.01,6.12,6.0,0.22,3.0,5,6.11,6.98,6.98,6.98,0.25,5,5
5.96,5.89,6.0,5.81,0.09,5.0,4,5.93,6.21,6.21,6.2,0.05,4.0,4,6.22,6.27,6.27,6.15,0.09,1,4
6.11,6.02,6.02,6.02,0.001,1.0,4,5.96,5.89,6.0,5.81,0.09,5.0,4,6.18,6.16,6.16,6.14,1.0,2,4
6.09,6.92,6.92,6.92,0.02,2.0,4,6.11,6.02,6.02,6.02,0.001,1.0,4,6.19,6.2,6.23,6.17,0.63,3,4
6.21,7.05,7.05,7.05,1.1,3.0,4,6.09,6.92,6.92,6.92,0.02,2.0,4,5.93,6.21,6.21,6.2,0.05,4,4
6.21,6.22,6.22,6.22,0.03,4.0,4,6.21,7.05,7.05,7.05,1.1,3.0,4,5.96,5.89,6.0,5.81,0.09,5,4
6.36,7.21,7.21,7.21,0.01,5.0,4,6.21,6.22,6.22,6.22,0.03,4.0,4,6.11,6.02,6.02,6.02,0.001,1,4
6.32,7.17,7.17,7.17,1.05,1.0,4,6.36,7.21,7.21,7.21,0.01,5.0,4,6.09,6.92,6.92,6.92,0.02,2,4
6.43,6.41,6.42,6.41,0.09,2.0,4,6.32,7.17,7.17,7.17,1.05,1.0,4,6.21,7.05,7.05,7.05,1.1,3,4
6.41,6.48,6.48,6.41,0.09,3.0,4,6.43,6.41,6.42,6.41,0.09,2.0,4,6.21,6.22,6.22,6.22,0.03,4,4
6.34,6.37,6.37,6.28,0.08,4.0,4,6.41,6.48,6.48,6.41,0.09,3.0,4,6.36,7.21,7.21,7.21,0.01,5,4
6.35,6.36,6.37,6.33,0.1,5.0,4,6.34,6.37,6.37,6.28,0.08,4.0,4,6.32,7.17,7.17,7.17,1.05,1,4
6.32,6.36,6.39,6.36,0.03,1.0,4,6.35,6.36,6.37,6.33,0.1,5.0,4,6.43,6.41,6.42,6.41,0.09,2,4
6.29,6.28,6.3,6.28,0.12,2.0,4,6.32,6.36,6.39,6.36,0.03,1.0,4,6.41,6.48,6.48,6.41,0.09,3,4
6.35,6.34,6.35,6.34,0.1,3.0,4,6.29,6.28,6.3,6.28,0.12,2.0,4,6.34,6.37,6.37,6.28,0.08,4,4
6.43,6.38,6.4,6.38,0.08,4.0,4,6.35,6.34,6.35,6.34,0.1,3.0,4,6.35,6.36,6.37,6.33,0.1,5,4
6.38,6.43,6.44,6.38,0.07,5.0,4,6.43,6.38,6.4,6.38,0.08,4.0,4,6.32,6.36,6.39,6.36,0.03,1,4
6.39,6.32,6.37,6.27,0.07,1.0,3,6.38,6.43,6.44,6.38,0.07,5.0,4,6.29,6.28,6.3,6.28,0.12,2,4
6.38,6.37,6.37,6.36,0.11,2.0,3,6.39,6.32,6.37,6.27,0.07,1.0,3,6.35,6.34,6.35,6.34,0.1,3,4
6.32,6.27,6.27,6.27,0.05,3.0,3,6.38,6.37,6.37,6.36,0.11,2.0,3,6.43,6.38,6.4,6.38,0.08,4,4
6.11,6.34,6.34,6.12,4.94,4.0,3,6.32,6.27,6.27,6.27,0.05,3.0,3,6.38,6.43,6.44,6.38,0.07,5,4
6.26,6.1,6.12,6.06,0.1,5.0,3,6.11,6.34,6.34,6.12,4.94,4.0,3,6.39,6.32,6.37,6.27,0.07,1,3
6.27,6.27,6.3,6.25,0.16,1.0,3,6.26,6.1,6.12,6.06,0.1,5.0,3,6.38,6.37,6.37,6.36,0.11,2,3
6.12,6.25,6.26,6.15,0.07,2.0,3,6.27,6.27,6.3,6.25,0.16,1.0,3,6.32,6.27,6.27,6.27,0.05,3,3
6.08,6.09,6.09,6.03,0.08,3.0,3,6.12,6.25,6.26,6.15,0.07,2.0,3,6.11,6.34,6.34,6.12,4.94,4,3
6.1,6.1,6.1,6.07,0.07,4.0,3,6.08,6.09,6.09,6.03,0.08,3.0,3,6.26,6.1,6.12,6.06,0.1,5,3
6.04,6.09,6.09,5.96,0.05,5.0,3,6.1,6.1,6.1,6.07,0.07,4.0,3,6.27,6.27,6.3,6.25,0.16,1,3
5.91,5.96,5.98,5.91,0.19,1.0,3,6.04,6.09,6.09,5.96,0.05,5.0,3,6.12,6.25,6.26,6.15,0.07,2,3
5.79,5.87,5.87,5.75,0.14,2.0,3,5.91,5.96,5.98,5.91,0.19,1.0,3,6.08,6.09,6.09,6.03,0.08,3,3
5.88,5.77,5.85,5.77,0.14,3.0,3,5.79,5.87,5.87,5.75,0.14,2.0,3,6.1,6.1,6.1,6.07,0.07,4,3
5.97,5.89,5.96,5.81,0.24,4.0,3,5.88,5.77,5.85,5.77,0.14,3.0,3,6.04,6.09,6.09,5.96,0.05,5,3
6.01,5.96,5.97,5.95,0.24,5.0,3,5.97,5.89,5.96,5.81,0.24,4.0,3,5.91,5.96,5.98,5.91,0.19,1,3
5.98,6.0,6.0,5.98,0.05,1.0,3,6.01,5.96,5.97,5.95,0.24,5.0,3,5.79,5.87,5.87,5.75,0.14,2,3
5.65,5.91,5.91,5.81,0.13,2.0,3,5.98,6.0,6.0,5.98,0.05,1.0,3,5.88,5.77,5.85,5.77,0.14,3,3
5.8,5.65,5.8,5.65,0.22,3.0,3,5.65,5.91,5.91,5.81,0.13,2.0,3,5.97,5.89,5.96,5.81,0.24,4,3
5.8,5.75,5.79,5.73,3.2,4.0,3,5.8,5.65,5.8,5.65,0.22,3.0,3,6.01,5.96,5.97,5.95,0.24,5,3
5.91,5.82,5.82,5.82,0.01,5.0,3,5.8,5.75,5.79,5.73,3.2,4.0,3,5.98,6.0,6.0,5.98,0.05,1,3
5.75,5.89,5.89,5.75,6.68,1.0,3,5.91,5.82,5.82,5.82,0.01,5.0,3,5.65,5.91,5.91,5.81,0.13,2,3
5.82,5.8,5.81,5.8,0.01,2.0,3,5.75,5.89,5.89,5.75,6.68,1.0,3,5.8,5.65,5.8,5.65,0.22,3,3
5.79,5.78,5.78,5.78,0.001,3.0,2,5.82,5.8,5.81,5.8,0.01,2.0,3,5.8,5.75,5.79,5.73,3.2,4,3
5.67,5.77,5.77,5.72,0.001,4.0,2,5.79,5.78,5.78,5.78,0.001,3.0,2,5.91,5.82,5.82,5.82,0.01,5,3
5.66,5.55,5.6,5.55,0.02,5.0,2,5.67,5.77,5.77,5.72,0.001,4.0,2,5.75,5.89,5.89,5.75,6.68,1,3
5.66,5.5,5.65,5.5,0.02,1.0,2,5.66,5.55,5.6,5.55,0.02,5.0,2,5.82,5.8,5.81,5.8,0.01,2,3
5.72,5.69,5.69,5.69,0.01,2.0,2,5.66,5.5,5.65,5.5,0.02,1.0,2,5.79,5.78,5.78,5.78,0.001,3,2
6.03,5.75,6.03,5.75,0.001,3.0,2,5.72,5.69,5.69,5.69,0.01,2.0,2,5.67,5.77,5.77,5.72,0.001,4,2
6.1,6.07,6.11,6.07,0.01,4.0,2,6.03,5.75,6.03,5.75,0.001,3.0,2,5.66,5.55,5.6,5.55,0.02,5,2
6.02,5.98,5.98,5.98,0.001,5.0,2,6.1,6.07,6.11,6.07,0.01,4.0,2,5.66,5.5,5.65,5.5,0.02,1,2
